,Date,Volatility,Average Sentiment,Volume
115,2024-11-21,0.01235215484642599,0.0,0
116,2024-11-22,0.010228002630155584,0.0,0
117,2024-11-25,0.0167896330104579,0.0,0
118,2024-11-26,0.0147998809143155,0.0,0
119,2024-11-27,0.015269586966541827,0.0,0
120,2024-11-29,0.016720478906963404,0.0,0
121,2024-12-02,0.031094888372922683,0.0,0
122,2024-12-03,0.02618982605250786,0.0,0
123,2024-12-04,0.02386030578481339,0.0,0
124,2024-12-05,0.016126883161696734,0.0,0
125,2024-12-06,0.021243014493235676,0.0,0
126,2024-12-09,0.01738494621280993,0.0,0
127,2024-12-10,0.021904681939772505,0.0,0
128,2024-12-11,0.02286173800934005,0.0,0
129,2024-12-12,0.018519382701524117,0.0,0
130,2024-12-13,0.03333514966011772,0.0,0
131,2024-12-16,0.03184956074528654,0.0,0
132,2024-12-17,0.024313908300553223,0.0,0
133,2024-12-18,0.028627236518095817,0.0,0
134,2024-12-19,0.02778312055408826,0.0,0
135,2024-12-20,0.01485092369267374,0.0,0
136,2024-12-23,0.02876552543315946,0.0,0
137,2024-12-24,0.028484031510797047,0.0,0
138,2024-12-26,0.02602787564925021,0.0,0
139,2024-12-27,0.026323962209304802,0.0,0
140,2024-12-30,0.026625114979075406,0.0,0
141,2024-12-31,0.005119498204991047,0.0,0
142,2025-01-02,0.014725878641216328,0.0,0
143,2025-01-03,0.020918843143288814,0.0,0
144,2025-01-06,0.028083279674170958,0.0,0
145,2025-01-07,0.03758552380291711,0.0,0
146,2025-01-08,0.03866931221722119,0.0,0
147,2025-01-10,0.03818090902490349,0.0,0
148,2025-01-13,0.038066856251631837,0.0,0
149,2025-01-14,0.020386319653215676,0.0,0
150,2025-01-15,0.02355365067545456,0.0,0
151,2025-01-16,0.027690747823305106,0.0,0
152,2025-01-17,0.029534526024489957,0.0,0
153,2025-01-21,0.02301305496105109,0.0,0
154,2025-01-22,0.021186325660281256,0.0,0
155,2025-01-23,0.021705633359138013,0.0,0
156,2025-01-24,0.02093825160872998,0.0,0
157,2025-01-27,0.07136861788324608,0.0,0
158,2025-01-28,0.07496311488289435,0.0,0
159,2025-01-29,0.07303359936122669,0.0,0
160,2025-01-30,0.07560958638499833,0.0,0
161,2025-01-31,0.07620479091701086,0.0,0
162,2025-02-03,0.03648789375050541,0.0,0
163,2025-02-04,0.0292927487536168,0.0,0
164,2025-02-05,0.030581178670678694,0.0,0
165,2025-02-06,0.028199119969896394,0.0,0
166,2025-02-07,0.029871491133675016,0.0,0
167,2025-02-10,0.017381587337849887,0.0,0
168,2025-02-11,0.015781655018631508,0.0,0
169,2025-02-12,0.013476748540274312,0.0,0
170,2025-02-13,0.014204944691161785,0.0,0
171,2025-02-14,0.014137302995044154,0.0,0
172,2025-02-18,0.012733477452256106,0.0,0
173,2025-02-19,0.01175038394601948,0.0,0
174,2025-02-20,0.011611325164199153,0.0,0
175,2025-02-21,0.008001182455971182,0.0,0
176,2025-02-24,0.012160993359678698,0.0,0
177,2025-02-25,0.011610171726817444,0.0,0
178,2025-02-26,0.021990325305362716,0.0,0
179,2025-02-27,0.03646978928405933,0.0,0
180,2025-02-28,0.037027004105987256,0.0,0
181,2025-03-03,0.038141682712118784,0.05,0
182,2025-03-04,0.0470410052640696,0.0,0
183,2025-03-05,0.04630009278047933,0.15,0
184,2025-03-06,0.03872698280339166,0.15,0
185,2025-03-07,0.039174409816425185,0.0,0
186,2025-03-10,0.03782208476086393,0.0,0
187,2025-03-11,0.03018727125407379,0.0,0
188,2025-03-12,0.03384498600149653,0.0,0
189,2025-03-13,0.030011723672584457,0.0,0
190,2025-03-14,0.0309167081439764,0.0,0
191,2025-03-17,0.024741747397085914,0.0,0
192,2025-03-18,0.026421790835310453,0.0,0
193,2025-03-19,0.019637217567688717,0.0,0
194,2025-03-20,0.013514377101948128,0.0,0
195,2025-03-21,0.013688861978977888,0.0,0
196,2025-03-24,0.016477885166866945,0.0,0
197,2025-03-25,0.013290211844671279,0.0,0
198,2025-03-26,0.026565054019431884,0.0,0
199,2025-03-27,0.026240134322592645,0.0,0
200,2025-03-28,0.026108497242356418,0.0,0
201,2025-03-31,0.01942208471349745,0.0,0
202,2025-04-01,0.023970179862462738,0.0,0
203,2025-04-02,0.019874326333369552,0.0,0
204,2025-04-03,0.039101357983973004,0.0,0
205,2025-04-04,0.04670264101759405,0.0,0
206,2025-04-07,0.04552154198948617,0.0,0
207,2025-04-08,0.03927222407494959,0.0,0
208,2025-04-09,0.07862582131015493,0.0,0
209,2025-04-10,0.0733350404803854,0.0,0
210,2025-04-11,0.06628034135801975,0.0,0
211,2025-04-14,0.066543511986508,0.0,0
212,2025-04-15,0.06168518809836815,0.0,0
213,2025-04-16,0.035320677874833686,0.25,0
214,2025-04-17,0.027312080598885298,0.25,0
215,2025-04-21,0.018941362546613355,0.0,0
216,2025-04-22,0.024983776753726258,0.0,0
217,2025-04-23,0.03275254769527468,0.0,0
218,2025-04-24,0.028548217317188557,0.0,0
219,2025-04-25,0.027942952341660478,0.0,0
220,2025-04-28,0.022282783143810478,0.0,0
221,2025-04-29,0.02287933198441024,0.0,0
222,2025-04-30,0.01821001469113088,0.0,0
223,2025-05-01,0.016646554285949192,0.0,0
224,2025-05-02,0.020144356102259356,0.0,0
225,2025-05-05,0.02215917516069887,0.0,0
226,2025-05-06,0.028381220853665498,0.0,0
227,2025-05-07,0.02837027967347798,0.0,0
228,2025-05-08,0.02425918256181232,0.0,0
229,2025-05-09,0.015908020616668215,0.0,0
230,2025-05-12,0.02929842661723737,0.0,0
231,2025-05-13,0.0228636242187395,0.0,0
232,2025-05-14,0.024243652730575938,0.0,0
233,2025-05-15,0.02562691198210663,0.0,0
234,2025-05-16,0.026766491912524674,0.0,0
235,2025-05-19,0.01700614388470799,0.0,0
236,2025-05-20,0.0029878384790882825,0.011111111111111113,0
237,2025-05-21,0.003548434207707974,0.011111111111111113,0
238,2025-05-22,0.012166574324509443,0.0,0
239,2025-05-23,0.016248998691673303,0.0,0
240,2025-05-27,0.021412247894540357,0.0,0
241,2025-05-28,0.022069476189711765,0.1,0
242,2025-05-29,0.021107431442006306,0.1,0
243,2025-05-30,0.02094986863717697,0.0,0
244,2025-06-02,0.018344371535252584,0.0,0
245,2025-06-03,0.01353702728702629,0.0,0
246,2025-06-04,0.016187048787839487,0.0,0
247,2025-06-05,0.016197511406956775,0.0,0
248,2025-06-06,0.007547213368105601,0.0,0
249,2025-06-09,0.007424507404508867,0.0,0
250,2025-06-10,0.009772542748583917,0.0,0
251,2025-06-11,0.008454698084106201,0.0,0
252,2025-06-12,0.007726807277372627,0.0,0
253,2025-06-13,0.016718709179388738,0.0,0
254,2025-06-16,0.018073988298546912,0.0,0
255,2025-06-17,0.016401054406115723,0.0,0
256,2025-06-18,0.016138954313411887,0.0,0
257,2025-06-20,0.016924431661191324,0.0,0
258,2025-06-23,0.015007737571247093,0.0,0
259,2025-06-24,0.02461082455774934,0.0,0
260,2025-06-25,0.0237238500074157,0.5,0
261,2025-06-26,0.023163906174157704,0.5,0
262,2025-06-27,0.016896895802057967,0.0,0
263,2025-06-30,0.020184682744644418,0.0,0
264,2025-07-01,0.012692666093360394,0.0,0
265,2025-07-02,0.020303410701122182,0.0,0
266,2025-07-03,0.020331470432891744,0.0,0
267,2025-07-07,0.023862382637053637,0.0,0
268,2025-07-08,0.023563990091816797,0.0,0
269,2025-07-09,0.023806337876521443,0.0,0
270,2025-07-10,0.015606652232528873,0.0,0
271,2025-07-11,0.015322601544556173,0.0,0
272,2025-07-14,0.010926100757074191,0.0,0
273,2025-07-15,0.01873993018125325,0.0,0
274,2025-07-16,0.018019002119443243,0.3,0
275,2025-07-17,0.019718007995504234,0.09999999999999999,0
276,2025-07-18,0.025166148036494085,0.0,0
277,2025-07-21,0.024999926335532215,0.0,0
278,2025-07-22,0.02189011199286249,0.0,0
279,2025-07-23,0.02492686469874052,0.0,0
280,2025-07-24,0.01856271637622701,0.0,0
281,2025-07-25,0.016972860288033978,0.0,0
282,2025-07-28,0.017929291084952264,0.0,0
283,2025-07-29,0.014919728333087892,-0.027777777777777776,0
